date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
10/05/1924,1924,0,0,BFF,COL,1538.54,1471.51,0.6814,13,0,1
10/05/1924,1924,0,0,RII,RAC,1503.87,1500.3,0.5974,9,0,1
10/05/1924,1924,0,0,MIL,KCB,1501.6,1300,0.8227,3,0,1
10/05/1924,1924,0,0,ARI,GB,1555.52,1519.31,0.6417,3,0,1
10/05/1924,1924,0,0,DAY,FYJ,1450.68,1452.6,0.5898,19,7,1
10/11/1924,1924,0,0,FYJ,CIB,1432.14,1431.44,0.5934,3,3,0.5
10/12/1924,1924,0,0,BFF,DAY,1554.4,1471.14,0.7013,0,7,0
10/12/1924,1924,0,0,CIB,AKR,1434.29,1482.69,0.5239,29,14,1
10/12/1924,1924,0,0,RCH,COL,1377.41,1455.65,0.481,7,15,0
10/12/1924,1924,0,0,CHI,RAC,1587.83,1482.32,0.7274,10,10,0.5
10/12/1924,1924,0,0,ARI,MNN,1565.02,1423.65,0.7664,13,0,1
10/12/1924,1924,0,0,MIL,KEN,1505.98,1285.89,0.8377,21,0,1
10/12/1924,1924,0,0,GB,KCB,1509.81,1295.62,0.833,16,0,1
10/12/1924,1924,0,0,RII,HAM,1521.85,1413.56,0.7306,26,0,1
10/18/1924,1924,0,0,FYJ,COL,1429.29,1476.66,0.5254,23,7,1
10/19/1924,1924,0,0,RII,DAY,1538.31,1502.41,0.6413,20,0,1
10/19/1924,1924,0,0,RAC,KCB,1489.26,1287.22,0.8231,13,3,1
10/19/1924,1924,0,0,GB,MIL,1518.21,1514.87,0.5971,17,0,1
10/19/1924,1924,0,0,BFF,RCH,1523.13,1356.4,0.7915,26,0,1
10/19/1924,1924,0,0,KEN,HAM,1277.01,1397.1,0.4214,6,6,0.5
10/19/1924,1924,0,0,CHI,ARI,1580.89,1576.29,0.5989,6,0,1
10/26/1924,1924,0,0,DUL,KEN,1448.97,1279.4,0.7942,32,0,1
10/26/1924,1924,0,0,GB,MNN,1540.8,1412.37,0.7528,19,0,1
10/26/1924,1924,0,0,CIB,RCH,1460.5,1343.96,0.7398,59,0,1
10/26/1924,1924,0,0,KCB,RII,1279.65,1559.2,0.2253,23,7,1
10/26/1924,1924,0,0,BFF,AKR,1535.56,1456.49,0.6962,17,13,1
10/26/1924,1924,0,0,ARI,HAM,1561.16,1394.7,0.7912,3,6,0
10/26/1924,1924,0,0,MIL,RAC,1492.28,1496.83,0.5861,0,10,0
10/26/1924,1924,0,0,DAY,COL,1481.52,1449.97,0.6355,6,17,0
10/26/1924,1924,0,0,CHI,FYJ,1596.03,1455.97,0.765,33,3,1
11/01/1924,1924,0,0,FYJ,AKR,1441.21,1447.31,0.584,23,0,1
11/02/1924,1924,0,0,MNN,DUL,1398.76,1461.97,0.5026,0,6,0
11/02/1924,1924,0,0,CIB,DAY,1480.18,1448.49,0.6357,35,0,1
11/02/1924,1924,0,0,COL,AKR,1483.01,1421.56,0.6743,30,0,1
11/02/1924,1924,0,0,KCB,HAM,1328.29,1419.22,0.4628,0,6,0
11/02/1924,1924,0,0,CHI,RII,1610.79,1510.56,0.7213,3,3,0.5
11/02/1924,1924,0,0,GB,RAC,1554.41,1525.73,0.6316,6,3,1
11/02/1924,1924,0,0,ARI,MIL,1536.64,1463.37,0.6891,8,17,0
11/02/1924,1924,0,0,BFF,FYJ,1544.74,1466.97,0.6946,0,24,0
11/08/1924,1924,0,0,FYJ,KCB,1514.79,1310.49,0.8249,42,7,1
11/09/1924,1924,0,0,ARI,DAY,1502.78,1423.48,0.6965,23,0,1
11/09/1924,1924,0,0,GB,DUL,1564.21,1481.55,0.7006,13,0,1
11/09/1924,1924,0,0,BFF,KEN,1496.92,1266.4,0.8457,27,0,1
11/09/1924,1924,0,0,AKR,CIB,1400.41,1505.19,0.443,7,20,0
11/09/1924,1924,0,0,CHI,COL,1604.04,1504.16,0.7209,12,6,1
11/09/1924,1924,0,0,RAC,RII,1515.93,1517.31,0.5906,3,6,0
11/09/1924,1924,0,0,MIL,MNN,1497.24,1379.18,0.7415,28,7,1
11/11/1924,1924,0,0,KCB,MIL,1299.31,1511.99,0.2994,7,3,1
11/15/1924,1924,0,0,FYJ,MNN,1525.97,1364.43,0.7865,39,7,1
11/16/1924,1924,0,0,CHI,RAC,1614.14,1499.07,0.7382,3,3,0.5
11/16/1924,1924,0,0,MIL,GB,1487.82,1579.02,0.4624,10,17,0
11/16/1924,1924,0,0,BFF,DAY,1505.99,1405.37,0.7218,14,6,1
11/16/1924,1924,0,0,ARI,AKR,1520.88,1377.44,0.7685,13,0,1
11/16/1924,1924,0,0,COL,RCH,1494.05,1324.28,0.7944,16,0,1
11/16/1924,1924,0,0,CIB,FYJ,1528.16,1539.5,0.5766,7,12,0
11/16/1924,1924,0,0,RII,KCB,1534.17,1323.49,0.8302,17,0,1
11/22/1924,1924,0,0,FYJ,MIL,1560.68,1468.81,0.7116,21,6,1
11/22/1924,1924,0,0,RCH,BFF,1313.75,1517.36,0.3105,0,16,0
11/23/1924,1924,0,0,RII,DUL,1542.89,1466.74,0.6926,0,9,0
11/23/1924,1924,0,0,CIB,COL,1506.98,1504.58,0.5958,7,0,1
11/23/1924,1924,0,0,CHI,GB,1606.88,1598.02,0.6047,3,0,1
11/23/1924,1924,0,0,BFF,MIL,1533.91,1453.88,0.6974,0,23,0
11/23/1924,1924,0,0,ARI,RAC,1532.04,1506.34,0.6276,10,10,0.5
11/27/1924,1924,0,0,CIB,MIL,1523.29,1501.34,0.6226,53,10,1
11/27/1924,1924,0,0,AKR,BFF,1366.28,1486.45,0.4213,22,0,1
11/27/1924,1924,0,0,ARI,CHI,1528.15,1617.48,0.465,0,21,0
11/27/1924,1924,0,0,KCB,GB,1314.77,1587.42,0.2323,6,17,0
11/27/1924,1924,0,0,FYJ,DAY,1575.61,1394,0.8053,32,7,1
11/29/1924,1924,0,0,FYJ,BFF,1587.02,1449.23,0.7627,45,7,1
11/30/1924,1924,0,0,CHI,MIL,1645.92,1473.86,0.7965,31,14,1
11/30/1924,1924,0,0,RAC,GB,1510.23,1597.97,0.4673,7,0,1
09/20/1925,1925,0,0,GB,HAM,1552.05,1459.68,0.7122,14,0,1
09/20/1925,1925,0,0,RII,CHI,1507.54,1606.02,0.452,0,0,0.5
09/26/1925,1925,0,0,FYJ,BFF,1570.3,1457.2,0.736,27,7,1
09/27/1925,1925,0,0,DPN,COL,1300,1493.85,0.3226,7,0,1
09/27/1925,1925,0,0,GB,CHI,1566.6,1604.56,0.5388,14,10,1
09/27/1925,1925,0,0,PTB,BFF,1478,1442.33,0.641,28,0,1
09/27/1925,1925,0,0,ARI,HAM,1501.48,1445.13,0.6679,6,10,0
09/27/1925,1925,0,0,AKR,CIB,1437.34,1535.51,0.4524,7,0,1
09/27/1925,1925,0,0,CBD,RCH,1502.03,1366.47,0.7603,14,7,1
09/27/1925,1925,0,0,DUL,KCB,1502.22,1371.14,0.7556,0,3,0
09/27/1925,1925,0,0,RII,DAY,1509,1423.4,0.7041,0,0,0.5
10/03/1925,1925,0,0,FYJ,PRV,1585.17,1499.67,0.704,7,0,1
10/04/1925,1925,0,0,CIB,COL,1512.39,1463.92,0.6577,3,0,1
10/04/1925,1925,0,0,RII,GB,1502.78,1581.27,0.4806,3,0,1
10/04/1925,1925,0,0,AKR,KCB,1460.46,1394.14,0.6805,14,7,1
10/04/1925,1925,0,0,DPN,CHI,1329.92,1589.89,0.2456,0,0,0.5
10/04/1925,1925,0,0,BFF,RCH,1419.21,1357.33,0.6749,0,0,0.5
10/04/1925,1925,0,0,PTB,PRV,1501.13,1488.15,0.6104,0,6,0
10/04/1925,1925,0,0,ARI,MIL,1478.72,1477.16,0.5946,34,0,1
10/04/1925,1925,0,0,CBD,DAY,1511.17,1429.62,0.6992,14,0,1
10/10/1925,1925,0,0,FYJ,CBD,1596.69,1526.44,0.6854,12,7,1
10/11/1925,1925,0,0,BFF,AKR,1413.88,1473,0.5085,0,0,0.5
10/11/1925,1925,0,0,CIB,KCB,1521.41,1381.6,0.7648,16,13,1
10/11/1925,1925,0,0,DUL,RII,1479.22,1517.27,0.5387,0,12,0
10/11/1925,1925,0,0,PRV,NYG,1512.77,1300,0.8319,14,0,1
10/11/1925,1925,0,0,GB,MIL,1566.78,1449.18,0.741,31,0,1
10/11/1925,1925,0,0,CHI,HAM,1582.14,1467.88,0.7373,28,7,1
10/11/1925,1925,0,0,DPN,FYJ,1337.68,1607.31,0.2354,3,0,1
10/11/1925,1925,0,0,ARI,COL,1506.7,1454.9,0.662,19,9,1
10/11/1925,1925,0,0,PTB,CBD,1476.5,1515.82,0.5369,28,0,1
10/17/1925,1925,0,0,FYJ,NYG,1583.94,1291.92,0.8865,5,3,1
10/18/1925,1925,0,0,CHI,CIB,1597.15,1527.38,0.6848,7,0,1
10/18/1925,1925,0,0,CBD,AKR,1484.99,1473.26,0.6087,3,20,0
10/18/1925,1925,0,0,BFF,COL,1413.62,1439.51,0.556,17,6,1
10/18/1925,1925,0,0,DPN,DAY,1361.06,1414.35,0.5168,6,0,1
10/18/1925,1925,0,0,ARI,KCB,1522.09,1375.64,0.7716,20,7,1
10/18/1925,1925,0,0,PRV,PTB,1520.86,1507.33,0.6111,0,34,0
10/18/1925,1925,0,0,GB,RII,1583.36,1545.25,0.6442,20,0,1
10/18/1925,1925,0,0,NYG,FYJ,1289.77,1586.09,0.2089,0,14,0
10/24/1925,1925,0,0,FYJ,DAY,1596.32,1395.64,0.8219,3,0,1
10/25/1925,1925,0,0,RII,KCB,1524.55,1364.64,0.7849,3,3,0.5
10/25/1925,1925,0,0,GB,RCH,1604.05,1362.67,0.8537,33,13,1
10/25/1925,1925,0,0,ARI,CHI,1533.09,1609.51,0.4836,9,0,1
10/25/1925,1925,0,0,DPN,AKR,1379.76,1509.71,0.4076,0,0,0.5
10/31/1925,1925,0,0,FYJ,COL,1600.73,1417.83,0.8064,19,0,1
11/01/1925,1925,0,0,ARI,DUL,1557,1451.24,0.7277,10,6,1
11/01/1925,1925,0,0,DPN,HAM,1382.58,1452.87,0.4924,26,6,1
11/01/1925,1925,0,0,AKR,DAY,1506.9,1391.24,0.7388,17,3,1
11/01/1925,1925,0,0,BFF,FYJ,1435.3,1611.15,0.3457,3,12,0
11/01/1925,1925,0,0,MIL,GB,1432.61,1611.87,0.3412,0,6,0
11/01/1925,1925,0,0,CHI,RII,1585.6,1515.86,0.6847,6,0,1
11/01/1925,1925,0,0,NYG,CIB,1279.53,1515.03,0.2726,19,0,1
11/01/1925,1925,0,0,PTB,COL,1552.39,1407.41,0.7701,20,0,1
11/01/1925,1925,0,0,PRV,RCH,1475.79,1354.85,0.7447,17,0,1
11/03/1925,1925,0,0,NYG,BFF,1326.77,1420.14,0.4593,7,0,1
11/07/1925,1925,0,0,FYJ,AKR,1626.31,1519.97,0.7284,17,7,1
11/08/1925,1925,0,0,DPN,MIL,1413.56,1419.98,0.5835,21,0,1
11/08/1925,1925,0,0,PTB,AKR,1565.17,1507.88,0.6691,21,0,1
11/08/1925,1925,0,0,PRV,BFF,1489.4,1397.36,0.7118,10,0,1
11/08/1925,1925,0,0,CBD,CIB,1448.53,1467.78,0.5655,6,0,1
11/08/1925,1925,0,0,NYG,COL,1349.56,1394.63,0.5286,19,0,1
11/08/1925,1925,0,0,CHI,FYJ,1597.16,1638.39,0.5342,19,0,1
11/08/1925,1925,0,0,ARI,GB,1565.13,1624.5,0.5081,9,6,1
11/11/1925,1925,0,0,NYG,RCH,1377.54,1341.24,0.6418,13,0,1
11/11/1925,1925,0,0,DPN,CIB,1438.64,1451.22,0.5749,22,13,1
11/14/1925,1925,0,0,FYJ,PTB,1610.78,1584.55,0.6284,20,0,1
11/15/1925,1925,0,0,NYG,PRV,1395.62,1502.31,0.4403,13,12,1
11/15/1925,1925,0,0,PTB,RCH,1562.82,1323.16,0.8524,14,6,1
11/15/1925,1925,0,0,RII,KCB,1504.3,1373.33,0.7555,35,12,1
11/15/1925,1925,0,0,ARI,BFF,1578.73,1384.46,0.8165,23,6,1
11/15/1925,1925,0,0,GB,DAY,1610.89,1378.17,0.8473,7,0,1
11/15/1925,1925,0,0,CHI,DPN,1624.77,1457.76,0.7918,14,0,1
11/21/1925,1925,0,0,FYJ,CIB,1632.51,1432.1,0.8217,0,14,0
11/22/1925,1925,0,0,ARI,DAY,1588.23,1372.58,0.8342,14,0,1
11/22/1925,1925,0,0,CHI,GB,1634.98,1616.49,0.6179,21,0,1
11/22/1925,1925,0,0,RII,MIL,1518.57,1394.9,0.7476,40,7,1
11/22/1925,1925,0,0,DPN,RCH,1447.56,1317.47,0.7546,20,0,1
11/22/1925,1925,0,0,NYG,KCB,1403.53,1359.06,0.6525,9,3,1
11/22/1925,1925,0,0,PTB,CIB,1568.52,1482.7,0.7044,24,6,1
11/22/1925,1925,0,0,CBD,COL,1465.1,1366.64,0.7193,6,0,1
11/22/1925,1925,0,0,PRV,FYJ,1494.4,1581.9,0.4677,20,7,1
11/26/1925,1925,0,0,CIB,KCB,1466.41,1346.17,0.7439,0,17,0
11/26/1925,1925,0,0,PTB,GB,1584.81,1593.73,0.58,31,0,1
11/26/1925,1925,0,0,DPN,RII,1461.29,1534.96,0.4875,3,6,0
11/26/1925,1925,0,0,CHI,ARI,1657.74,1596.19,0.6745,0,0,0.5
11/28/1925,1925,0,0,FYJ,GB,1553.51,1565.34,0.5759,13,7,1
11/29/1925,1925,0,0,ARI,RII,1601.51,1548.42,0.6637,7,0,1
11/29/1925,1925,0,0,NYG,DAY,1416.41,1364.61,0.662,23,0,1
11/29/1925,1925,0,0,CHI,COL,1652.41,1356.47,0.8887,14,13,1
11/29/1925,1925,0,0,PRV,CIB,1522.78,1419.46,0.7249,7,7,0.5
11/29/1925,1925,0,0,PTB,FYJ,1613.2,1569.63,0.6514,49,0,1
12/05/1925,1925,0,0,CHI,FYJ,1653.74,1543.63,0.7326,14,7,1
12/06/1925,1925,0,0,NYG,CHI,1436.81,1664.04,0.2821,7,19,0
12/06/1925,1925,0,0,PRV,GB,1515.92,1549.23,0.5455,10,13,0
12/06/1925,1925,0,0,ARI,PTB,1614.79,1639.2,0.5582,7,21,0
12/06/1925,1925,0,0,CIB,CBD,1426.31,1475.27,0.5231,6,0,1
12/09/1925,1925,0,0,PRV,CHI,1500.58,1677.52,0.3443,9,6,1
12/10/1925,1925,0,0,ARI,MIL,1583.99,1378.51,0.8259,59,0,1
12/12/1925,1925,0,0,CIB,FYJ,1444.74,1533.33,0.4661,3,0,1
12/12/1925,1925,0,0,DPN,CHI,1447.82,1658.36,0.302,21,0,1
12/12/1925,1925,0,0,ARI,HAM,1596.68,1421.88,0.7991,13,0,1
12/13/1925,1925,0,0,NYG,CHI,1423.33,1612.16,0.329,9,0,1
12/13/1925,1925,0,0,PRV,FYJ,1519.73,1518.37,0.5944,6,14,0
12/20/1925,1925,0,0,CIB,FYJ,1459.7,1545.3,0.4704,7,13,0
09/19/1926,1926,0,0,DUL,KCB,1463.74,1430.42,0.6378,7,0,1
09/19/1926,1926,0,0,ARI,COL,1572.5,1405.1,0.7921,14,0,1
09/19/1926,1926,0,0,GB,DPN,1544.71,1497.69,0.6559,21,0,1
09/19/1926,1926,0,0,MIL,CHI,1412.21,1554.61,0.3904,7,10,0
09/25/1926,1926,0,0,FYJ,AKR,1543.96,1494,0.6597,6,6,0.5
09/26/1926,1926,0,0,ARI,LAB,1582.68,1300,0.8809,15,0,1
09/26/1926,1926,0,0,BFF,AKR,1418.31,1498.87,0.4776,7,0,1
09/26/1926,1926,0,0,PRV,BRL,1496.87,1300,0.8187,13,0,1
09/26/1926,1926,0,0,GB,CHI,1564.96,1565.06,0.5923,6,6,0.5
09/26/1926,1926,0,0,CBD,COL,1472.89,1394.91,0.6949,2,14,0
09/26/1926,1926,0,0,MIL,DPN,1401.75,1477.44,0.4846,6,0,1
09/26/1926,1926,0,0,RAC,HAM,1403.38,1443.21,0.5362,6,3,1
09/26/1926,1926,0,0,HRT,NYG,1413.89,1472.38,0.5094,0,21,0
10/02/1926,1926,0,0,FYJ,HRT,1539.09,1382.31,0.7819,13,0,1
10/03/1926,1926,0,0,MIL,LAB,1421.91,1294.3,0.7519,0,6,0
10/03/1926,1926,0,0,CBD,LOU,1434.77,1307.2,0.7519,13,0,1
10/03/1926,1926,0,0,PRV,NYG,1505.42,1503.97,0.5945,6,7,0
10/03/1926,1926,0,0,ARI,RAC,1588.38,1416.1,0.7967,20,0,1
10/03/1926,1926,0,0,DPN,CHI,1457.29,1567.88,0.4348,7,10,0
10/03/1926,1926,0,0,HRT,FYJ,1371.85,1549.55,0.3433,0,10,0
10/03/1926,1926,0,0,AKR,HAM,1476.99,1430.5,0.6552,17,0,1
10/03/1926,1926,0,0,PTB,COL,1615,1433.04,0.8056,3,0,1
10/03/1926,1926,0,0,BFF,DAY,1440.19,1397.81,0.6498,0,3,0
10/03/1926,1926,0,0,GB,DUL,1562.14,1478.15,0.7022,0,0,0.5
10/09/1926,1926,0,0,FYJ,BFF,1565.21,1421.25,0.769,30,0,1
10/10/1926,1926,0,0,PRV,COL,1496.92,1428.19,0.6835,19,0,1
10/10/1926,1926,0,0,PTB,DAY,1619.84,1416.75,0.8239,24,6,1
10/10/1926,1926,0,0,HAM,DUL,1411.52,1484.32,0.4888,0,26,0
10/10/1926,1926,0,0,BRL,HRT,1291.45,1356.19,0.5004,6,0,1
10/10/1926,1926,0,0,DPN,KCB,1445.48,1416,0.6327,10,0,1
10/10/1926,1926,0,0,RAC,MIL,1404.93,1389.84,0.6133,2,13,0
10/10/1926,1926,0,0,CHI,NYG,1579.69,1512.46,0.6816,7,0,1
10/10/1926,1926,0,0,AKR,CBD,1495.96,1446.81,0.6586,0,0,0.5
10/10/1926,1926,0,0,GB,ARI,1555.98,1599.55,0.5308,7,13,0
10/16/1926,1926,0,0,FYJ,NYG,1579.69,1499.97,0.697,6,0,1
10/16/1926,1926,0,0,BRL,PTB,1310.89,1629.08,0.1889,0,21,0
10/16/1926,1926,0,0,COL,KCB,1410.32,1399.11,0.6079,0,9,0
10/17/1926,1926,0,0,NYG,FYJ,1488.91,1590.76,0.4472,0,6,0
10/17/1926,1926,0,0,DAY,BFF,1407.51,1406.76,0.5935,6,7,0
10/17/1926,1926,0,0,PTB,BRL,1639.55,1300.42,0.911,14,0,1
10/17/1926,1926,0,0,ARI,CHI,1620.41,1592.18,0.631,0,16,0
10/17/1926,1926,0,0,RAC,DUL,1373.3,1516.43,0.3894,0,21,0
10/17/1926,1926,0,0,CBD,LAB,1451.65,1326.37,0.7494,13,16,0
10/17/1926,1926,0,0,DPN,LOU,1462.37,1295.16,0.7919,47,0,1
10/17/1926,1926,0,0,GB,MIL,1535.12,1421.47,0.7366,7,0,1
10/23/1926,1926,0,0,BRL,COL,1296.35,1381.31,0.4713,20,12,1
10/23/1926,1926,0,0,FYJ,CBD,1607.87,1428.91,0.8029,17,0,1
10/24/1926,1926,0,0,DPN,AKR,1476.94,1491.13,0.5726,25,0,1
10/24/1926,1926,0,0,HRT,BRL,1336.75,1319.8,0.6158,16,6,1
10/24/1926,1926,0,0,CHI,DUL,1629.52,1539.67,0.7092,24,6,1
10/24/1926,1926,0,0,NYG,KCB,1471.79,1428.11,0.6515,13,0,1
10/24/1926,1926,0,0,BFF,LAB,1415.24,1349.11,0.6802,0,0,0.5
10/24/1926,1926,0,0,PRV,PTB,1514.8,1643.62,0.4092,14,0,1
10/24/1926,1926,0,0,MIL,ARI,1411.34,1583.07,0.351,2,3,0
10/24/1926,1926,0,0,GB,RAC,1545.25,1350.05,0.8173,35,0,1
10/30/1926,1926,0,0,FYJ,PRV,1618.13,1547.76,0.6855,6,7,0
10/31/1926,1926,0,0,HRT,KCB,1354.51,1410.59,0.5128,2,7,0
10/31/1926,1926,0,0,ARI,GB,1587.72,1556.96,0.6344,0,3,0
10/31/1926,1926,0,0,PTB,BFF,1610.67,1409.75,0.8221,14,0,1
10/31/1926,1926,0,0,PRV,FYJ,1557.88,1608.01,0.5214,3,6,0
10/31/1926,1926,0,0,MIL,DUL,1406.69,1523.67,0.4257,6,7,0
10/31/1926,1926,0,0,CHI,AKR,1645.52,1463.9,0.8053,17,0,1
10/31/1926,1926,0,0,DPN,CBD,1504.16,1418.65,0.704,6,0,1
11/02/1926,1926,0,0,NYG,CBD,1489.32,1407.87,0.6991,7,7,0.5
11/06/1926,1926,0,0,FYJ,ARI,1622.56,1569.33,0.6639,33,7,1
11/07/1926,1926,0,0,NYG,ARI,1483.25,1548.3,0.4999,20,0,1
11/07/1926,1926,0,0,PTB,AKR,1619.26,1453.78,0.7903,34,0,1
11/07/1926,1926,0,0,HRT,CBD,1336.06,1413.94,0.4815,16,7,1
11/07/1926,1926,0,0,DPN,DUL,1514.94,1529.44,0.5722,0,0,0.5
11/07/1926,1926,0,0,MIL,GB,1400.93,1575.35,0.3475,0,21,0
11/07/1926,1926,0,0,BRL,KCB,1302.03,1429.04,0.4117,9,10,0
11/07/1926,1926,0,0,PRV,LAB,1543.33,1354.61,0.8116,6,7,0
11/07/1926,1926,0,0,CHI,LOU,1655.64,1280.59,0.9264,34,0,1
11/07/1926,1926,0,0,BFF,COL,1401.15,1357.87,0.651,26,0,1
11/11/1926,1926,0,0,PTB,LAB,1632.76,1367.33,0.8701,10,0,1
11/11/1926,1926,0,0,NYG,DUL,1513.7,1531.64,0.5673,14,13,1
11/11/1926,1926,0,0,PRV,CBD,1530.61,1389.92,0.7657,21,2,1
11/11/1926,1926,0,0,CHI,ARI,1660,1517.85,0.7672,10,0,1
11/13/1926,1926,0,0,FYJ,DUL,1643.59,1525.77,0.7412,10,0,1
11/14/1926,1926,0,0,BRL,CBD,1296.48,1377.08,0.4776,19,0,1
11/14/1926,1926,0,0,PRV,KCB,1543.45,1434.59,0.7312,0,22,0
11/14/1926,1926,0,0,CHI,MIL,1670.21,1380.46,0.8851,10,7,1
11/14/1926,1926,0,0,HRT,BFF,1360.08,1423.08,0.5029,7,13,0
11/14/1926,1926,0,0,GB,LOU,1595.82,1276.23,0.9015,14,0,1
11/14/1926,1926,0,0,NYG,LAB,1519.57,1361.91,0.7827,0,6,0
11/14/1926,1926,0,0,PTB,DUL,1638.18,1514.31,0.7479,13,0,1
11/14/1926,1926,0,0,DPN,DAY,1512.74,1399.03,0.7367,0,0,0.5
11/20/1926,1926,0,0,FYJ,DAY,1655.04,1406.24,0.8589,35,0,1
11/21/1926,1926,0,0,BFF,KCB,1442.67,1484.38,0.5335,0,2,0
11/21/1926,1926,0,0,PTB,HAM,1650.43,1379.42,0.8737,7,0,1
11/21/1926,1926,0,0,HRT,DAY,1340.49,1397.4,0.5116,16,0,1
11/21/1926,1926,0,0,CBD,DUL,1345.56,1502.05,0.3713,2,10,0
11/21/1926,1926,0,0,CHI,GB,1672.95,1600.36,0.6883,19,13,1
11/21/1926,1926,0,0,BRL,LAB,1328.01,1395.81,0.496,0,20,0
11/21/1926,1926,0,0,NYG,PRV,1485.68,1493.66,0.5813,21,0,1
11/25/1926,1926,0,0,CBD,AKR,1329.89,1440.29,0.435,0,0,0.5
11/25/1926,1926,0,0,CHI,ARI,1684.37,1507.64,0.8008,0,0,0.5
11/25/1926,1926,0,0,FYJ,GB,1663.89,1588.94,0.6912,20,14,1
11/25/1926,1926,0,0,PTB,PRV,1654.99,1468.43,0.8097,8,0,1
11/25/1926,1926,0,0,BRL,NYG,1297.84,1510.91,0.2989,0,17,0
11/25/1926,1926,0,0,DPN,LAB,1505.52,1425.97,0.6968,6,9,0
11/27/1926,1926,0,0,HRT,DUL,1368.06,1517.72,0.3805,0,16,0
11/27/1926,1926,0,0,FYJ,DPN,1675.19,1484.84,0.813,7,6,1
11/28/1926,1926,0,0,ARI,KCB,1516.82,1496.23,0.6207,2,7,0
11/28/1926,1926,0,0,CHI,CBD,1675.19,1331.87,0.913,35,0,1
11/28/1926,1926,0,0,NYG,BRL,1527.1,1281.65,0.8566,27,0,1
11/28/1926,1926,0,0,PTB,BFF,1662.49,1430.82,0.8465,0,0,0.5
11/28/1926,1926,0,0,DPN,GB,1482.52,1577.64,0.4568,0,7,0
11/28/1926,1926,0,0,PRV,DUL,1460.93,1538.48,0.4819,0,0,0.5
12/04/1926,1926,0,0,CHI,FYJ,1680.45,1677.52,0.5965,6,7,0
12/05/1926,1926,0,0,KCB,LAB,1519.37,1446.65,0.6884,7,3,1
12/11/1926,1926,0,0,PRV,FYJ,1461.48,1686.05,0.2853,0,24,0
12/12/1926,1926,0,0,KCB,DUL,1528.81,1537.93,0.5797,12,7,1
12/12/1926,1926,0,0,PTB,CHI,1651.92,1671.92,0.5644,7,9,0
12/18/1926,1926,0,0,PTB,FYJ,1639.26,1703.17,0.5016,0,0,0.5
12/19/1926,1926,0,0,GB,CHI,1596.38,1684.58,0.4667,3,3,0.5
09/18/1927,1927,0,0,GB,DAY,1566.6,1414.88,0.7769,14,0,1
09/24/1927,1927,0,0,FYJ,DAY,1637.15,1403.88,0.8477,3,6,0
09/25/1927,1927,0,0,PRV,NYG,1464.57,1525.32,0.5061,0,8,0
09/25/1927,1927,0,0,GB,CIB,1577.6,1362.92,0.8334,12,7,1
09/25/1927,1927,0,0,ARI,CHI,1497.45,1624.04,0.4123,0,9,0
09/25/1927,1927,0,0,PTB,BFF,1594.48,1462.59,0.7565,22,0,1
10/02/1927,1927,0,0,PRV,BFF,1442.29,1448.58,0.5837,5,0,1
10/02/1927,1927,0,0,GB,CHI,1582.9,1642.51,0.5077,6,7,0
10/02/1927,1927,0,0,ARI,PTB,1478.98,1608.49,0.4082,19,7,1
10/02/1927,1927,0,0,DAY,NYA,1431.07,1368.33,0.676,3,6,0
10/02/1927,1927,0,0,CIB,NYG,1357.62,1547.6,0.3275,0,0,0.5
10/08/1927,1927,0,0,FYJ,DAY,1609.96,1411.18,0.8203,0,0,0.5
10/09/1927,1927,0,0,CIB,NYA,1362.88,1388.23,0.5568,7,13,0
10/09/1927,1927,0,0,ARI,DAY,1510.26,1420.94,0.7085,7,0,1
10/09/1927,1927,0,0,GB,DUL,1575.84,1517.16,0.6708,20,0,1
10/09/1927,1927,0,0,PTB,NYG,1577.22,1542.34,0.6399,0,19,0
10/12/1927,1927,0,0,BFF,NYA,1434.05,1410.3,0.625,8,19,0
10/15/1927,1927,0,0,FYJ,BFF,1600.19,1401.68,0.8201,54,0,1
10/16/1927,1927,0,0,GB,ARI,1594.82,1521.58,0.6891,13,0,1
10/16/1927,1927,0,0,BFF,FYJ,1388.8,1613.06,0.2856,0,23,0
10/16/1927,1927,0,0,CHI,NYA,1649.57,1442.67,0.8271,12,0,1
10/16/1927,1927,0,0,NYG,CIB,1582.5,1340.82,0.8539,0,6,0
10/16/1927,1927,0,0,PRV,PTB,1456.82,1537.06,0.4781,3,6,0
10/22/1927,1927,0,0,FYJ,NYG,1629.99,1543.89,0.7047,0,13,0
10/23/1927,1927,0,0,PTB,DUL,1550.22,1498.19,0.6623,0,27,0
10/23/1927,1927,0,0,CHI,CIB,1657.46,1379.43,0.8781,14,12,1
10/23/1927,1927,0,0,PRV,DAY,1443.65,1409.62,0.6388,7,0,1
10/23/1927,1927,0,0,GB,NYA,1610.26,1434.77,0.7997,13,0,1
10/23/1927,1927,0,0,NYG,FYJ,1583.83,1590.05,0.5838,27,0,1
10/29/1927,1927,0,0,FYJ,PRV,1563.04,1458.03,0.7268,7,20,0
10/30/1927,1927,0,0,ARI,NYA,1506.14,1425.24,0.6984,6,7,0
10/30/1927,1927,0,0,NYG,PTB,1610.84,1503.6,0.7294,16,0,1
10/30/1927,1927,0,0,CHI,DAY,1659.78,1395.24,0.8695,14,6,1
10/30/1927,1927,0,0,CIB,DUL,1377.11,1544.81,0.3564,21,20,1
